timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,price_change_24h,Buy_Volume,Sell_Volume,Delta_Volume,RSI,MACD,Signal_Line,VWAP,Parabolic_SAR,symbol,longAccount,longShortRatio,shortAccount
2024-02-13 08:00:00,2648.64,2664.67,2647.07,2663.51,13891.9587,1707814799999,36918949.165373,30671,8255.2504,21937231.818049,0,,8255.2504,5636.708299999998,2618.5421000000024,,0.0,0.0,2657.5769452419263,,,,,
2024-02-13 09:00:00,2663.51,2682.04,2657.03,2677.39,16335.0393,1707818399999,43556530.14484,36027,9469.7244,25253550.64875,0,,9469.7244,6865.314900000001,2604.409499999998,,1.107236467236362,0.2214472934472724,5324.024778326723,2647.422,,,,
2024-02-13 10:00:00,2677.39,2679.98,2664.29,2668.22,21789.2634,1707821999999,58220639.559293,46522,11126.1218,29729393.600132,0,,11126.1218,10663.141599999999,462.9802000000018,,1.2306013749885096,0.4232781097555199,7996.012283847125,2648.80672,,,,
2024-02-13 11:00:00,2668.23,2686.06,2658.0,2681.75,20796.9977,1707825599999,55605310.116669,45868,11257.5757,30100031.721434,0,,11257.5757,9539.422,1718.153699999999,,2.392547084765738,0.8171319047575636,10669.73042907099,2650.8007168,,,,
2024-02-13 12:00:00,2681.75,2686.12,2666.76,2674.81,15821.6384,1707829199999,42348614.726846,35403,7508.805,20099270.505288,0,,7508.805,8312.8334,-804.0283999999992,,2.7220196826283427,1.1981094603317195,13346.356809740013,2653.621459456,,,,
2024-02-13 13:00:00,2674.81,2677.8,2611.0,2643.61,49883.1713,1707832799999,132059375.173651,97405,24220.603,64120797.710294,0,,24220.603,25662.568300000003,-1441.9653000000035,,0.4602444281604221,1.05053645389746,15993.73009680388,2686.12,,,,
2024-02-13 14:00:00,2643.61,2654.66,2590.0,2633.26,74440.7723,1707836399999,195476425.754023,133422,36608.9161,96151984.5474,0,,36608.9161,37831.856199999995,-1222.9400999999925,,-2.142687687769012,0.4118916255641656,18619.662360996994,2684.6176,,,,
2024-02-13 15:00:00,2633.25,2643.26,2608.52,2630.99,36683.0202,1707839999999,96429669.389311,73285,16799.5296,44160031.123768,0,,16799.5296,19883.490599999997,-3083.9609999999957,,-4.33868649440592,-0.5382239984298516,21248.39000838168,2680.832896,,,,
2024-02-13 16:00:00,2631.0,2640.29,2601.0,2602.74,28244.9476,1707843599999,74038383.746202,62706,12342.579,32353673.889189,0,,12342.579,15902.3686,-3559.7896,,-8.263315912774488,-2.083242381298779,23869.68656005955,2675.38292224,,,,
2024-02-13 17:00:00,2602.74,2619.98,2592.37,2619.65,25231.9387,1707847199999,65799290.453738,55886,12971.0472,33827957.000561,0,,12971.0472,12260.891499999998,710.155700000003,,-9.89505330992688,-3.6456045670243995,26477.464394179682,2668.5522884608,,,,
2024-02-13 18:00:00,2619.65,2635.67,2618.0,2630.16,16154.8393,1707850799999,42429519.285552,42314,9523.9628,25014906.252058,0,,9523.9628,6630.8765,2893.086299999999,,-10.222311346899005,-4.96094592299932,29103.89220925253,2660.69705961472,,,,
2024-02-13 19:00:00,2630.16,2635.05,2610.0,2611.42,12664.0787,1707854399999,33219274.248326,35655,6226.4736,16335770.061718,0,,6226.4736,6437.6051,-211.1314999999995,,-11.857145292140103,-6.340185796827477,31727.0024279474,2652.2134124609534,,,,
2024-02-13 20:00:00,2611.42,2631.76,2610.8,2627.65,17527.6866,1707857999999,45983044.2598,36290,8476.957,22236707.553201,0,,8476.957,9050.7296,-573.7726000000002,,-11.708173080666711,-7.413783253595325,34350.45441617498,2643.50353471642,,,,
2024-02-13 21:00:00,2627.65,2648.6,2627.0,2631.54,11783.5382,1707861599999,31100839.059445,31596,5999.221,15833629.608975,0,,5999.221,5784.317200000001,214.90379999999823,41.210754934843486,-11.147717096399901,-8.160570022156241,36989.80081040528,2590.0,,,,
2024-02-13 22:00:00,2631.55,2637.02,2615.02,2635.88,9946.4957,1707865199999,26133425.75605,23729,5059.958,13299784.679993,0,,5059.958,4886.5377,173.42029999999977,42.58095698405024,-10.235363067741673,-8.575528631273329,39617.20110738123,2591.172,,,,
