timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,price_change_24h,Buy_Volume,Sell_Volume,Delta_Volume,RSI,MACD,Signal_Line,VWAP,Parabolic_SAR,symbol,longAccount,longShortRatio,shortAccount
2024-01-17 08:00:00,42655.95,42747.65,42564.0,42728.76,1188.18884,1705481999999,50705137.2367932,52602,622.89057,26580095.0676497,0,,622.89057,565.29827,57.59230000000002,,0.0,0.0,42674.30860299378,,,,,
2024-01-17 09:00:00,42728.76,42830.0,42674.0,42678.57,938.2664,1705485599999,40133807.7366249,35711,431.49667,18457818.7562795,0,,431.49667,506.76973,-75.27305999999999,,-4.003760683757719,-0.8007521367515438,85448.73571306071,42567.673,,,,
2024-01-17 10:00:00,42678.56,42850.55,42622.36,42850.04,1193.04037,1705489199999,50992942.632129,45910,595.51275,25452501.8182117,0,,595.51275,597.52762,-2.0148699999999735,,6.583535198573372,0.6761053303134394,128190.74504852771,42578.16608,,,,
2024-01-17 11:00:00,42850.05,42850.55,42672.95,42680.16,1093.25163,1705492799999,46744078.1154818,60902,492.0474,21038913.2020587,0,,492.0474,601.20423,-109.15683000000007,,1.2517181810471811,0.7912279004601878,170947.6701998598,42594.5091152,,,,
2024-01-17 12:00:00,42680.16,42788.0,42411.0,42782.43,2445.67123,1705496399999,104256628.1049329,83991,1171.79997,49958740.4748446,0,,1171.79997,1273.87126,-102.07128999999986,,5.21839466952224,1.6766612542725983,213576.71486705038,42850.55,,,,
2024-01-17 13:00:00,42782.42,42782.43,42518.0,42609.84,1305.63482,1705499999999,55679740.0985938,58544,708.53433,30215473.4501904,0,,708.53433,597.10049,111.43383999999992,,-5.501142493856605,0.24110050464675759,256222.43727402005,42841.759000000005,,,,
2024-01-17 14:00:00,42609.83,42926.02,42365.58,42576.01,3407.6999,1705503599999,145182249.1545614,143369,1756.3162,74828674.8906762,0,,1756.3162,1651.3837,104.93249999999989,,-16.535638647568703,-3.114247325796335,298826.61411323096,42411.0,,,,
2024-01-17 15:00:00,42576.02,42768.0,42472.85,42482.79,2383.89587,1705507199999,101584572.7390936,109007,1193.7537,50873510.815151,0,,1193.7537,1190.1421699999999,3.61153000000013,,-32.428812116748304,-8.97716028398673,341439.4538842456,42421.3004,,,,
2024-01-17 16:00:00,42482.8,42564.13,42250.31,42360.28,2301.05574,1705510799999,97587690.1253769,89181,1134.23598,48107147.0258912,0,,1134.23598,1166.8197599999999,-32.58377999999993,,-54.28404703286651,-18.038537633762687,383849.4174626928,42926.02,,,,
2024-01-17 17:00:00,42360.29,42470.32,42200.69,42371.1,1419.22346,1705514399999,60111435.1926664,65104,714.9208,30282291.5666184,0,,714.9208,704.30266,10.61814000000004,,-69.92533881007694,-28.41589786902554,426204.5763836611,42912.5058,,,,
2024-01-17 18:00:00,42371.1,42612.48,42278.98,42612.45,1471.83973,1705517999999,62478729.3558594,62455,791.65412,33606782.555463,0,,791.65412,680.1856099999999,111.46851000000015,,-62.13005072885426,-35.15872844099128,468653.9872008697,42884.033168,,,,
2024-01-17 19:00:00,42612.46,42745.99,42555.22,42611.11,1041.3737,1705521599999,44403759.7255978,46391,561.39088,23936980.4487553,0,,561.39088,479.98282000000006,81.40805999999998,,-55.421491112756485,-39.21128097534432,511293.5888401254,42843.03257792,,,,
2024-01-17 20:00:00,42611.1,42876.48,42559.29,42722.9,2990.71477,1705525199999,127754991.2150039,157049,1657.22368,70790194.867247,0,,1657.22368,1333.49109,323.7325900000001,,-40.61619236951083,-39.49226325417763,554010.798952076,42200.69,,,,
